HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
29032900,HALOGENATED DERIVATIVES OF HYDROCARBONS - UNSATURATED CHLORINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : OTHER,18%,,01/07/2017,
29033010,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : FLUORINATED DERIVATIVES",18%,,01/07/2017,
29033011,"1-PROPENDE, 1,1,3,3,3,-PENTAFLUORO-2(TRIFLUOROMETHYL(PFIB)",18%,,01/07/2017,
29033019,FLUORINATED DERIVATIVES - OTHERS,18%,,01/07/2017,
29033020,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : BROMINATED DERIVATIVES",18%,,01/07/2017,
29033030,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : IODINATED DERIVATIVES",18%,,01/07/2017,
29033100,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- ETHYLENE DIBROMIDE (ISO) (1,2-DIBROMOETHANE)",18%,,01/07/2017,
290339,OTHER,18%,,01/07/2017,
29033911,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- 1-PROPENE, 1, 1, 3,3,3 PENTAFLUORO - 2-(TRIFLUOROMETHYL) (PFIB)",18%,,01/07/2017,
29033919,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- OTHER",18%,,01/07/2017,
29033920,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- BROMINATED DERIVATIVES",18%,,01/07/2017,
29033930,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- IODINATED DERIVATIVES",18%,,01/07/2017,
29033990,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- OTHER ---- OTHER",18%,,01/07/2017,
290371,HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARONS CONTAINING TWO OR MORE DIFFERENT HALOGENS,18%,,01/07/2017,
29037100,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--CHLORODIFLUOROMETHANE,18%,,01/07/2017,
290372,HOLOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HOLOGENS,18%,,01/07/2017,
29037200,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--DICHLOROTRIFLUOROETHANES,18%,,01/07/2017,
290373,HOLOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HOLOGENS,18%,,01/07/2017,
29037300,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--DICHLOROFLUOROETHANES,18%,,01/07/2017,
290374,HOLOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HOLOGENS,18%,,01/07/2017,
29037400,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--CHLORODIFLUOROETHANES,18%,,01/07/2017,
290375,HOLOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HOLOGENS,18%,,01/07/2017,
29037500,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--DICHLOROPENTAFLUOROPROPANES,18%,,01/07/2017,
290376,"BROMOCHLORODIFLUOROMETHANE, BROMOTRIFLUOROMETHANE AND DIBROMOTETRAFLUOROETHANES",18%,,01/07/2017,
29037610,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--BROMOCHLORODIFLUOROMETHANE, BROMOTRIFLUOROMETHANE AND DIBROMOTETRAFLUOROETHANES; ---BROMOCHLORODIFLUOROMETHANE",18%,,01/07/2017,
29037620,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--BROMOCHLORODIFLUOROMETHANE, BROMOTRIFLUOROMETHANE AND DIBROMOTETRAFLUOROETHANES; ---BROMOTRIFLUOROMETHANE",18%,,01/07/2017,
29037630,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--BROMOCHLORODIFLUOROMETHANE, BROMOTRIFLUOROMETHANE AND DIBROMOTETRAFLUOROETHANES; ---DIBROMOTETRAFLUOROETHANES",18%,,01/07/2017,
290377,"OTHER, PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE",18%,,01/07/2017,
29037711,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROMETHANES----CHLOROTRIFLUOROMETHANE",18%,,01/07/2017,
29037712,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROMETHANES----DICHLORODIFLUOROMETHANE",18%,,01/07/2017,
29037713,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROMETHANES----TRICHLOROFLUOROMETHANE",18%,,01/07/2017,
29037721,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROETHANES----CHLOROPENTAFLUOROETHANE",18%,,01/07/2017,
29037722,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROETHANES----1,2-DICHLOROTETRAFLUOROETHANE",18%,,01/07/2017,
29037723,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROETHANES----TRICHLOROTRIFLUOROETHANE",18%,,01/07/2017,
29037724,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROETHANES----TETRACHLORODIFLUOROETHANE",18%,,01/07/2017,
29037725,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROETHANES----PENTACHLOROFLUOROETHANE",18%,,01/07/2017,
29037731,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----CHLOROHEPTAFLUOROPROPANE",18%,,01/07/2017,
29037732,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----DICHLOROHEXAFLUOROPROPANE",18%,,01/07/2017,
29037733,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----TRICHLOROPENTAFLUOROPROPANE",18%,,01/07/2017,
29037734,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----TETRACHLOROTETRAFLUOROPROPANE",18%,,01/07/2017,
29037735,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----PENTACHLOROTRIFLUOROPROPANE",18%,,01/07/2017,
29037736,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES-HEXACHLORODIFLUOROPROPANE",18%,,01/07/2017,
29037737,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---CHLOROFLUOROPROPANES----HEPTACHLOROFLUOROPROPANE",18%,,01/07/2017,
29037790,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE---OTHER DERIVATIVES , PERHALOGENATEDONLY WITH FLUORINE AND CHLORINE",18%,,01/07/2017,
290378,OTHER,18%,,01/07/2017,
29037800,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,PERHALOGENATED DERIVATIVES",18%,,01/07/2017,
290379,OTHER,18%,,01/07/2017,
29037900,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF ACYCLIC HYDROCARBONS CONTAINING TWO OR MORE DIFFERENT HALOGENS--OTHER,18%,,01/07/2017,
290381,"HALOGENATED DERIVATIVES OF CYCLANIC, CYCLENIC OR CYCLOTERPENIC HYDROCARBONS",18%,,01/07/2017,
29038100,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF CYCLANIC, CYCLENIC OR CYCLOTERPENIC HYDROCARBONS--1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE [HCH (ISO)], INCLUDING LINDANE(ISO,INN)",18%,,01/07/2017,
290382,"ALDRIN (ISO), CHLORDANE (ISO)",18%,,01/07/2017,
29038200,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF CYCLANIC, CYCLENIC OR CYCLOTERPENIC HYDROCARBONS--ALDRIN (ISO),CHLORDANE(ISO)",18%,,01/07/2017,
29038300,MIREX (ISO),18%,,01/07/2017,
290389,OTHER,18%,,01/07/2017,
29038900,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF CYCLANIC, CYCLENIC OR CYCLOTERPENIC HYDROCARBONS--OTHER",18%,,01/07/2017,
290391,"CHLOROBENZENE, O-DICHLOROBENZENE AND P-DICHLOROBENZENE",18%,,01/07/2017,
29039110,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--CHLOROBENZENE,O-DICHLOROBENZENE AND P-DICHLOROBENZENE---CHLOROBENZENE (MONOCHLORO)",18%,,01/07/2017,
29039120,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--CHLORBENZENE,O-DICHLOROBENZENE AND P-DICHLOROBENZENE---O-DICHLOROBENZENE (ORTHODICHLOROBENZENE)",18%,,01/07/2017,
29039130,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--CHLORBENZENE,O-DICHLOROBENZENE AND P-DICHLOROBENZENE---P-DICHLOROBENZENE(PARADICHLOROBENZENE)",18%,,01/07/2017,
290392,"HEXACHLOROBENZENE (ISO) AND DDT (ISO) (CHLOFENOTANE (INN), 1,1,1-TRICHLORO-2,2-BIS (P-CHLOROPHENYL) ETHANE",18%,,01/07/2017,
29039210,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--HEXACHLOROBENZENE (ISO) AND DDT(ISO)[CLOFENOTANE(INN),1,11-TRICHLORO-2,2-BIS (P-CHLOROPHENYL) ETHANE]---HEXACHLOROBENZENE (ISO) AND DDT(ISO)[CLOFENOTANE(INN),1,11-TR",18%,,01/07/2017,
29039221,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--HEXACHLOROBENZENE (ISO) AND DDT(ISO)[CLOFENOTANE(INN),1,11-TRICHLORO-2,2-BIS (P-CHLOROPHENYL) ETHANE----DDT TECHNICAL 75 WDP",18%,,01/07/2017,
29039229,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--HEXACHLOROBENZENE (ISO) AND DDT(ISO)[CLOFENOTANE(INN),1,11-TRICHLORO-2,2-BIS (P-CHLOROPHENYL) ETHANE----OTHER",18%,,01/07/2017,
29039300,PENTACHLOROBENZENE (ISO),18%,,01/07/2017,
29039400,HEXABROMOBIPHENYLS,18%,,01/07/2017,
290399,OTHER,18%,,01/07/2017,
29039910,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS---OTHER---CHLOROFLUOROBENZENE,18%,,01/07/2017,
29039920,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER---BENZALCHLORIDE (BENZYL DICHLORIDE),18%,,01/07/2017,
29039930,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER---BENZOTRICHLORIDE,18%,,01/07/2017,
29039940,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER----BENZYLCHLORIDE,18%,,01/07/2017,
29039950,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER----PARACHLOROTOLUENE (4-CHLOROMETHYL BENZENE),18%,,01/07/2017,
29039960,"HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER----NAPHTHALENE,CHLORINATED",18%,,01/07/2017,
29039970,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER----CHLOROFLUORO ANILINE,18%,,01/07/2017,
29039990,HALOGENATED DERVIATIVES OF HYDROCARBONS-HALOGENATED DERIVATIVES OF AROMATIC HYDROCARBONS--OTHER----OTHER,18%,,01/07/2017,
2904,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED",18%,,01/07/2017,
290410,"DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS",18%,,01/07/2017,
29041010,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : BENZENE SULPHONIC ACID",18%,,01/07/2017,
29041020,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : 1,5 NAPTHELENE DISULPHONIC ACID (ARMSTRONGS ACID)",18%,,01/07/2017,
29041030,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : NAPTHELENE SULPHONIC ACID",18%,,01/07/2017,
29041040,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : VINYL SULPHONE",18%,,01/07/2017,
29041090,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : OTHER",18%,,01/07/2017,
290420,DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS,18%,,01/07/2017,
29042010,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : NITROBENZENE",18%,,01/07/2017,
29042020,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : META DINITROBENZENE",18%,,01/07/2017,
29042030,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : META NITROTOLUENE",18%,,01/07/2017,
29042040,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : ORTHO NITROTOLUENE",18%,,01/07/2017,
29042050,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : PARA NITROTOLUENE",18%,,01/07/2017,
29042060,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : DINITROTOLUENE",18%,,01/07/2017,
29042090,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY NITRO OR ONLY NITROSO GROUPS : OTHER",18%,,01/07/2017,
29043100,PERFLUOROOCTANE SULPHONIC ACID,18%,,01/07/2017,
29043200,AMMONIUM PERFLUOROOCTANE SULPHONATE,18%,,01/07/2017,
29043300,LITHIUM PERFLUOROOCTANE SULPHONATE,18%,,01/07/2017,
29043400,LITHIUM PERFLUOROOCTANE SULPHONATE,18%,,01/07/2017,
29043500,OTHER SALTS OF PERFLUOROOCTANE SULPHONIC ACID,18%,,01/07/2017,
29043600,PERFLUOROOCTANE SULPHONYL FLUORIDE,18%,,01/07/2017,
290490,OTHER,18%,,01/07/2017,
