HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
55069010,"SYNTHETIC STAPLE FIBRES, CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING - OTHER : POLYPROPYLENE TOPS",18%,,01/07/2017,
55069090,"SYNTHETIC STAPLE FIBRES, CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING - OTHER : OTHER",18%,,01/07/2017,
5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",18%,,01/07/2017,
550700,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",18%,,01/07/2017,
55070010,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING : ACETATE RAYON TOPS",18%,,01/07/2017,
55070020,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING : VISCOSE TOPS",18%,,01/07/2017,
55070030,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING : POLYNOSIC TOPS",18%,,01/07/2017,
55070040,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING : HIGH WET MODULUS TOPS",18%,,01/07/2017,
55070090,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING : OTHER",18%,,01/07/2017,
5508,"SEWING THREAD OF MAN-MADE STAPLE FIBRES, WHETHER OR NOT PUT UP FOR RETAIL SALE",12%,,13/10/2017,
55081000,"SEWING THREAD OF MAN-MADE STAPLE FIBRES, WHETHER OR NOT PUT UP FOR RETAIL SALE - OF SYNTHETIC STAPLE FIBRES",12%,,13/10/2017,
55082000,"SEWING THREAD OF MAN-MADE STAPLE FIBRES, WHETHER OR NOT PUT UP FOR RETAIL SALE - OF ARTIFICIAL STAPLE FIBRES",12%,,13/10/2017,
5509,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF STAPLE FIBRES OF NYLON OR OTHER POLYAMIDES",12%,,13/10/2017,
55091100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF STAPLE FIBRES OF NYLON OR OTHER POLYAMIDES : SINGLE YARN",12%,,13/10/2017,
55091200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF STAPLE FIBRES OF NYLON OR OTHER POLYAMIDES : MULTIPLE (FOLDED) OR CABLED YARN",12%,,13/10/2017,
55092100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : SINGLE YARN",12%,,13/10/2017,
55092200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN",12%,,13/10/2017,
55093100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : SINGLE YARN",12%,,13/10/2017,
55093200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN",12%,,13/10/2017,
550941,SINGLE YARN,12%,,13/10/2017,
55094110,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : SINGLE YARN : POLYPROPYLENE SPUN YARN",12%,,13/10/2017,
55094120,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : SINGLE YARN : POLYVINYL ACETATE SPUN YARN",12%,,13/10/2017,
55094130,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : SINGLE YARN : POLYVINYL CHLORIDE SPUN YARN",12%,,13/10/2017,
55094190,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : SINGLE YARN : OTHER",12%,,13/10/2017,
550942,MULTIPLE (FOLDED) OR CABLED YARN,12%,,13/10/2017,
55094210,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : POLYPROPYLENE SPUN YARN",12%,,13/10/2017,
55094220,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : POLYVINYL ACETATE (PVA) SPUN YARN",12%,,13/10/2017,
55094230,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : POLYVINYL CHLORIDE (PVC) SPUN YARN",12%,,13/10/2017,
55094290,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : OTHER",12%,,13/10/2017,
55095100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH ARTIFICIAL STAPLE FIBRES",12%,,13/10/2017,
55095200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR",12%,,13/10/2017,
55095300,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH COTTON",12%,,13/10/2017,
55095900,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF POLYESTER STAPLE FIBRES : OTHER",12%,,13/10/2017,
55096100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR",12%,,13/10/2017,
55096200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH COTTON",12%,,13/10/2017,
55096900,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER",12%,,13/10/2017,
55099100,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR",12%,,13/10/2017,
55099200,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : MIXED MAINLY OR SOLELY WITH COTTON",12%,,13/10/2017,
55099900,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : OTHER",12%,,13/10/2017,
5510,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES",12%,,13/10/2017,
551011,SINGLE YARN,12%,,13/10/2017,
55101110,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : SINGLE YARN : VISCOSE RAYON SPUN YARN",12%,,13/10/2017,
55101120,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : SINGLE YARN : ACETATE RAYON SPUN YARN",12%,,13/10/2017,
55101190,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : SINGLE YARN : OTHER",12%,,13/10/2017,
551012,MULTIPLE (FOLDED) OR CABLED YARN,12%,,13/10/2017,
55101210,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : VISCOSE RAYON SPUN YARN",12%,,13/10/2017,
55101220,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : ACETATE RAYON SPUN YARN",12%,,13/10/2017,
55101290,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : MULTIPLE (FOLDED) OR CABLED YARN : OTHER",12%,,13/10/2017,
551020,"OTHER YARN, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR",12%,,13/10/2017,
55102010,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : VISCOSE RAYON SPUN YARN",12%,,13/10/2017,
55102020,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : ACETATE RAYON SPUN YARN",12%,,13/10/2017,
55102090,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OTHER",12%,,13/10/2017,
551030,"OTHER YARN, MIXED MAINLY OR SOLELY WITH COTTON",12%,,13/10/2017,
55103010,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH COTTON : VISCOSE RAYON SPUN YARN",12%,,13/10/2017,
55103020,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH COTTON : ACETATE RAYON SPUN YARN",12%,,13/10/2017,
55103090,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN, MIXED MAINLY OR SOLELY WITH COTTON : OTHER",12%,,13/10/2017,
551090,OTHER YARN,12%,,13/10/2017,
55109010,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : VISCOSE RAYON SPUN YARN",12%,,13/10/2017,
55109020,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : ACETATE RAYON SPUN YARN",12%,,13/10/2017,
55109090,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : OTHER",12%,,13/10/2017,
5511,"YARN (OTHER THAN SEWING THREAD) OF MAN-MADE STAPLE FIBRES, PUT UP FOR RETAIL SALE",12%,,13/10/2017,
55111000,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBRES, PUT UP FOR RETAIL SALE - OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES",12%,,13/10/2017,
55112000,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBRES, PUT UP FOR RETAIL SALE - OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES",12%,,13/10/2017,
551130,OF ARTIFICIAL STAPLE FIBRES,12%,,13/10/2017,
55113010,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBRES, PUT UP FOR RETAIL SALE - OF ARTIFICIAL STAPLE FIBRES : CONTAINING MORE THAN 85% BY WEIGHT OF STAPLE FIBRE",12%,,13/10/2017,
55113090,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBRES, PUT UP FOR RETAIL SALE - OF ARTIFICIAL STAPLE FIBRES : OTHER",12%,,13/10/2017,
5512,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
551211,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55121110,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55121120,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
551219,OTHER,5%,,01/07/2017,
55121910,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : OTHER : DYED",5%,,01/07/2017,
55121920,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : OTHER : PRINTED",5%,,01/07/2017,
55121990,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF POLYESTER STAPLE FIBRES : OTHER : OTHER",5%,,01/07/2017,
551221,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55122110,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55122120,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
551229,OTHER,5%,,01/07/2017,
55122910,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : DYED",5%,,01/07/2017,
55122920,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : PRINTED",5%,,01/07/2017,
55122990,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : OTHER",5%,,01/07/2017,
551291,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55129110,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - OTHER : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55129120,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - OTHER : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
551299,OTHER,5%,,01/07/2017,
55129910,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - OTHER : OTHER : DYED",5%,,01/07/2017,
55129920,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - OTHER : OTHER : PRINTED",5%,,01/07/2017,
55129990,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES - OTHER : OTHER : OTHER",5%,,01/07/2017,
5513,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED",5%,,01/07/2017,
551311,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55131110,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE : UNBLEACHED",5%,,01/07/2017,
55131120,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE : BLEACHED",5%,,01/07/2017,
