HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
551312,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55131210,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER",5%,,01/07/2017,
55131220,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER",5%,,01/07/2017,
551313,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES,5%,,01/07/2017,
55131310,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : UNBLEACHED",5%,,01/07/2017,
55131320,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : BLEACHED",5%,,01/07/2017,
551319,OTHER WOVEN FABRICS,5%,,01/07/2017,
55131910,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS : UNBLEACHED",5%,,01/07/2017,
55131920,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS : BLEACHED",5%,,01/07/2017,
55132100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - DYED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55132200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - DYED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55132300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - DYED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55132900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - DYED : OTHER WOVEN FABRICS",5%,,01/07/2017,
55133100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55133200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POL",5%,,01/07/2017,
55133300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55133900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS",5%,,01/07/2017,
55134100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55134200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55134300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55134900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : OTHER WOVEN FABRICS",5%,,01/07/2017,
5514,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED",5%,,01/07/2017,
551411,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55141110,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE : UNBLEACHED",5%,,01/07/2017,
55141120,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE : BLEACHED",5%,,01/07/2017,
551412,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55141210,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAP",5%,,01/07/2017,
55141220,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAP",5%,,01/07/2017,
55141310,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : UNBLEACHED",5%,,01/07/2017,
55141320,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : BLEACHED",5%,,01/07/2017,
551419,OTHER,5%,,01/07/2017,
55141910,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER : UNBLEACHED",5%,,01/07/2017,
55141920,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER : BLEACHED",5%,,01/07/2017,
55142100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - DYED : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55142200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - DYED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55142300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - DYED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55142900,OTHER WOVEN FABRICS,5%,,01/07/2017,
551430,OF YARNS OF DIFFERENT COLOURS,5%,,01/07/2017,
55143011,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2-OF YARNS OF DIFFERENT COLOURS: ---- OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55143012,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2- OF YARNS OF DIFFERENT COLOURS: ---- 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL OF POLYE",5%,,01/07/2017,
55143013,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS: ---- OTHER WOVEN FBBRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55143019,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS:---- OTHER WOVEN FABRICS",5%,,01/07/2017,
55143100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55143200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYEST",5%,,01/07/2017,
55143300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55143900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS",5%,,01/07/2017,
55144100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - PRINTED OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",5%,,01/07/2017,
55144200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - PRINTED 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55144300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - PRINTED OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",5%,,01/07/2017,
55144900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - PRINTED OTHER WOVEN FABRICS",5%,,01/07/2017,
5515,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES,5%,,01/07/2017,
551511,MIXED MAINLY OR SOLELY WITH VISCOS RAYON STAPLE FIBRES,5%,,01/07/2017,
55151110,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH VISCOSE RAYON STAPLE FIBRES : UNBLEACHED,5%,,01/07/2017,
55151120,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH VISCOSE RAYON STAPLE FIBRES : BLEACHED,5%,,01/07/2017,
55151130,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH VISCOSE RAYON STAPLE FIBRES : DYED,5%,,01/07/2017,
55151140,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH VISCOSE RAYON STAPLE FIBRES : PRINTED,5%,,01/07/2017,
55151190,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH VISCOSE RAYON STAPLE FIBRES : OTHER,5%,,01/07/2017,
551512,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS,5%,,01/07/2017,
55151210,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : UNBLEACHED,5%,,01/07/2017,
55151220,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : BLEACHED,5%,,01/07/2017,
55151230,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : DYED,5%,,01/07/2017,
55151240,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : PRINTED,5%,,01/07/2017,
55151290,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : OTHER,5%,,01/07/2017,
551513,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,5%,,01/07/2017,
55151310,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED,5%,,01/07/2017,
55151320,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : BLEACHED,5%,,01/07/2017,
55151330,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : DYED,5%,,01/07/2017,
55151340,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : PRINTED,5%,,01/07/2017,
55151390,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OTHER,5%,,01/07/2017,
551519,OTHER,5%,,01/07/2017,
55151910,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : OTHER : UNBLEACHED,5%,,01/07/2017,
55151920,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : OTHER : BLEACHED,5%,,01/07/2017,
55151930,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : OTHER : DYED,5%,,01/07/2017,
55151940,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : OTHER : PRINTED,5%,,01/07/2017,
55151990,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF POLYESTER STAPLE FIBRES : OTHER : OTHER,5%,,01/07/2017,
551521,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS,5%,,01/07/2017,
55152110,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : UNBLEACHED,5%,,01/07/2017,
55152120,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : BLEACHED,5%,,01/07/2017,
55152130,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : DYED,5%,,01/07/2017,
55152140,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : PRINTED,5%,,01/07/2017,
55152190,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : OTHER,5%,,01/07/2017,
551522,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,5%,,01/07/2017,
55152210,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED,5%,,01/07/2017,
55152220,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : BLEACHED,5%,,01/07/2017,
55152230,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : DYED,5%,,01/07/2017,
55152240,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : PRINTED,5%,,01/07/2017,
55152290,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OTHER,5%,,01/07/2017,
551529,OTHER,5%,,01/07/2017,
55152910,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : UNBLEACHED,5%,,01/07/2017,
55152920,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : BLEACHED,5%,,01/07/2017,
55152930,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : DYED,5%,,01/07/2017,
55152940,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : PRINTED,5%,,01/07/2017,
55152990,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OF ACRYLIC OR MODACRYLIC STAPLE FIBRES : OTHER : OTHER,5%,,01/07/2017,
551591,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS,5%,,01/07/2017,
55159110,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : UNBLEACHED,5%,,01/07/2017,
55159120,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : BLEACHED,5%,,01/07/2017,
55159130,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : DYED,5%,,01/07/2017,
55159140,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : PRINTED,5%,,01/07/2017,
55159190,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : OTHER,5%,,01/07/2017,
55159210,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED,5%,,01/07/2017,
55159220,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : BLEACHED,5%,,01/07/2017,
55159230,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : DYED,5%,,01/07/2017,
55159240,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : PRINTED,5%,,01/07/2017,
55159290,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OTHER,5%,,01/07/2017,
551599,OTHER,5%,,01/07/2017,
55159910,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : OTHER : UNBLEACHED,5%,,01/07/2017,
55159920,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : OTHER : BLEACHED,5%,,01/07/2017,
55159930,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : OTHER : DYED,5%,,01/07/2017,
55159940,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : OTHER : PRINTED,5%,,01/07/2017,
55159990,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : OTHER : OTHER,5%,,01/07/2017,
5516,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES,5%,,01/07/2017,
551611,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55161110,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : UNBLEACHED OR BLEACHED : UNBLEACHED,5%,,01/07/2017,
