HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
51072010,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : WORSTED HOSIERY YARN",5%,,01/07/2017,
51072020,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : WORSTED KNITTED YARN",5%,,01/07/2017,
51072030,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : WORSTED WEAVING YARN",5%,,01/07/2017,
51072040,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : WOOLLEN CARPET YARN",5%,,01/07/2017,
51072090,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : OTHER",5%,,01/07/2017,
5108,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE",5%,,01/07/2017,
51081000,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE CARDED",5%,,01/07/2017,
51082000,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE COMBED",5%,,01/07/2017,
5109,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE",5%,,01/07/2017,
510910,CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR,5%,,01/07/2017,
51091010,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : HOISERY WOOL",5%,,01/07/2017,
51091090,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER",5%,,01/07/2017,
51099000,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE OTHER",5%,,01/07/2017,
5110,"YARN OF COARSE ANIMAL HAIR OR OF HORSE HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE",5%,,01/07/2017,
511000,"YARN OF COARSE ANIMAL HAIR OR OF HORSEHAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE",5%,,01/07/2017,
51100010,"YARN OF COARSE ANIMAL HAIR OR OF HORSE HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE YARN OF COARSE ANIMAL HAIR OR OF HORSE-HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE : PUT UP FOR RETAIL S",5%,,01/07/2017,
51100020,"YARN OF COARSE ANIMAL HAIR OR OF HORSE HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE YARN OF COARSE ANIMAL HAIR OR OF HORSE-HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE : OTHER",5%,,01/07/2017,
5111,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR :,5%,,01/07/2017,
511111,OF A WEIGHT NOT EXCEEDING 300 G/ M2,5%,,01/07/2017,
51111110,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 300 G/ M2: UNBLEACHED,5%,,01/07/2017,
51111120,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 300 G/ M2: BLEACHED,5%,,01/07/2017,
51111130,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 300 G/ M2: DYED,5%,,01/07/2017,
51111140,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 300 G/ M2: PRINTED,5%,,01/07/2017,
51111190,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 300 G/ M2: OTHER,5%,,01/07/2017,
511119,OTHER,5%,,01/07/2017,
51111910,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : UNBLEACHED,5%,,01/07/2017,
51111920,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : BLEACHED,5%,,01/07/2017,
51111930,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : DYED,5%,,01/07/2017,
51111940,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : PRINTED,5%,,01/07/2017,
51111990,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : OTHER,5%,,01/07/2017,
511120,"OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS",5%,,01/07/2017,
51112010,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : UNBLEACHED",5%,,01/07/2017,
51112020,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : BLEACHED",5%,,01/07/2017,
51112030,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : DYED",5%,,01/07/2017,
51112040,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : PRINTED",5%,,01/07/2017,
51112090,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS : OTHER",5%,,01/07/2017,
511130,"OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES",5%,,01/07/2017,
51113010,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES : UNBLEACHED",5%,,01/07/2017,
51113020,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES : BLEACHED",5%,,01/07/2017,
51113030,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES : DYED",5%,,01/07/2017,
51113040,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES : PRINTED",5%,,01/07/2017,
51113090,"WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE STAPLE FIBRES : OTHER",5%,,01/07/2017,
511190,OTHER,5%,,01/07/2017,
51119010,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER : UNBLEACHED,5%,,01/07/2017,
51119020,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER : BLEACHED,5%,,01/07/2017,
51119030,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER : DYED,5%,,01/07/2017,
51119040,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER : PRINTED,5%,,01/07/2017,
51119090,WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR OTHER : OTHER,5%,,01/07/2017,
5112,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR :,5%,,01/07/2017,
511211,OF A WEIGHT NOT EXCEEDING 200 G/M2,5%,,01/07/2017,
51121110,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 200 G/M2: UNBLEACHED,5%,,01/07/2017,
51121120,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 200 G/M2: BLEACHED,5%,,01/07/2017,
51121130,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 200 G/M2: DYED,5%,,01/07/2017,
51121140,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 200 G/M2: PRINTED,5%,,01/07/2017,
51121190,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OF A WEIGHT NOT EXCEEDING 200 G/M2: OTHER,5%,,01/07/2017,
511219,OTHER,5%,,01/07/2017,
51121910,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : UNBLEACHED,5%,,01/07/2017,
51121920,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : BLEACHED,5%,,01/07/2017,
51121930,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : DYED,5%,,01/07/2017,
51121940,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : PRINTED,5%,,01/07/2017,
51121990,WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR - CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER : OTHER,5%,,01/07/2017,
511220,"OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS",5%,,01/07/2017,
51122010,"WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS: UNBLEACHED",5%,,01/07/2017,
51122020,"WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS: BLEACHED",5%,,01/07/2017,
51122030,"WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS: DYED",5%,,01/07/2017,
51122040,"WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR OTHER, MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS: PRINTED",5%,,01/07/2017,
