HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
28254000,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - NICKEL OXIDES AND HYDROXIDES",18%,,01/07/2017,
28255000,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - COPPER OXIDES AND HYDROXIDES",18%,,01/07/2017,
282560,GERMANIUM OXIDES AND ZIRCONIUM DIOXIDE,18%,,01/07/2017,
28256010,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - GERMANIUM OXIDES AND ZIRCONIUM DIOXIDE : GERMANIUM OXIDES",18%,,01/07/2017,
28256020,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - GERMANIUM OXIDES AND ZIRCONIUM DIOXIDE : ZIRCONIUM DIOXIDE",18%,,01/07/2017,
282570,MOLYBDENUM OXIDES AND HYDROXIDES,18%,,01/07/2017,
28257010,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - MOLYBDENUM OXIDES AND HYDROXIDES : MOLYBDENUM TRIOXIDE",18%,,01/07/2017,
28257020,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - MOLYBDENUM OXIDES AND HYDROXIDES : MOLYBDIC ACID",18%,,01/07/2017,
28257090,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - MOLYBDENUM OXIDES AND HYDROXIDES : OTHER",18%,,01/07/2017,
28258000,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES ANTIMONY OXIDES",18%,,01/07/2017,
282590,OTHER,18%,,01/07/2017,
28259010,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : TIN OXIDE",18%,,01/07/2017,
28259020,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : CADMIUM OXIDE",18%,,01/07/2017,
28259030,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : MERCURY OXIDES (MERCURIC OXIDE)",18%,,01/07/2017,
28259040,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : CALCIUM HYDROXIDE",18%,,01/07/2017,
28259050,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : AMMONIUM HYDROXIDE",18%,,01/07/2017,
28259090,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES - OTHER : OTHER",18%,,01/07/2017,
2826,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES :",18%,,01/07/2017,
28261110,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES : - OF AMMONIUM OR OF SODIUM : AMMONIUM FLUORIDES",18%,,01/07/2017,
28261120,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES : - OF AMMONIUM OR OF SODIUM : SODIUM FLUORIDES",18%,,01/07/2017,
28261200,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES : OF ALUMINIUM",18%,,01/07/2017,
282619,OTHER,18%,,01/07/2017,
28261910,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES : - OTHER : MAGNESIUM FLUORIDE",18%,,01/07/2017,
28261990,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUORIDES : - OTHER : OTHER",18%,,01/07/2017,
28262010,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUOROSILICATES OF SODIUM OR OF POTASSIUM : FLUOROSILICATES OF SODIUM",18%,,01/07/2017,
28262020,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - FLUOROSILICATES OF SODIUM OR OF POTASSIUM : FLUOROSILICATES OF POTASSIUM",18%,,01/07/2017,
28263000,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS -SODIUM HEXAFLUOROALUMINATE (SYNTHETIC CRYOLITE)",18%,,01/07/2017,
28269000,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS - OTHER",18%,,01/07/2017,
2827,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES",18%,,01/07/2017,
28271000,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - AMMONIUM CHLORIDE",18%,,01/07/2017,
28272000,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - CALCIUM CHLORIDE",18%,,01/07/2017,
28273100,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF MAGNESIUM",18%,,01/07/2017,
28273200,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF ALUMINIUM",18%,,01/07/2017,
28273300,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF IRON",18%,,01/07/2017,
28273400,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF COBALT",18%,,01/07/2017,
28273500,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF NICKEL",18%,,01/07/2017,
28273600,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : OF ZINC",18%,,01/07/2017,
282739,OTHER,18%,,01/07/2017,
28273910,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : - OTHER : MERCURIC CHLORIDE",18%,,01/07/2017,
28273920,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : - OTHER : MERCUROUS CHLORIDE",18%,,01/07/2017,
28273930,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : - OTHER : STRONTIUM CHLORIDE",18%,,01/07/2017,
28273940,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : - OTHER : CUPROUS CHLORIDE",18%,,01/07/2017,
28273990,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - OTHER CHLORIDES : - OTHER : OTHER",18%,,01/07/2017,
282741,OF COPPER,18%,,01/07/2017,
28274110,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - CHLORIDE OXIDES AND CHLORIDE HYDROXIDES : - OF COPPER : COPPER OXYCHLORIDE",18%,,01/07/2017,
28274190,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - CHLORIDE OXIDES AND CHLORIDE HYDROXIDES : - OF COPPER : OTHER",18%,,01/07/2017,
28274900,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - CHLORIDE OXIDES AND CHLORIDE HYDROXIDES : OTHER",18%,,01/07/2017,
282751,BROMIDES OF SODIUM OR OF POTASSIUM,18%,,01/07/2017,
28275110,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - BROMIDES AND BROMIDE OXIDES - BROMIDES OF SODIUM OR OF POTASSIUM : BROMIDES OF SODIUM",18%,,01/07/2017,
28275120,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - BROMIDES AND BROMIDE OXIDES - BROMIDES OF SODIUM OR OF POTASSIUM : BROMIDES OF POTASSIUM",18%,,01/07/2017,
282759,OTHER,18%,,01/07/2017,
28275910,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - BROMIDES AND BROMIDE OXIDES - OTHER : MAGNESIUM BROMIDE",18%,,01/07/2017,
28275990,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - BROMIDES AND BROMIDE OXIDES - OTHER : OTHER",18%,,01/07/2017,
282760,IODIDES AND IODIDE OXIDES,18%,,01/07/2017,
28276010,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - IODIDES AND IODIDE OXIDES - POTASSIUM IODIDE",18%,,01/07/2017,
28276020,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - IODIDES AND IODIDE OXIDES - SODIUM IODIDE",18%,,01/07/2017,
28276090,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES - IODIDES AND IODIDE OXIDES - OTHER",18%,,01/07/2017,
2828,HYPOCHLORITES ; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES,18%,,01/07/2017,
282810,COMMERCIAL CALCIUM HYPOCHLORITE AND OTHER CALCIUM HYPOCHLORITES,18%,,01/07/2017,
28281010,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - COMMERCIAL CALCIUM HYPOCHLORITE AND OTHER CALCIUM HYPOCHLORITES : COMMERCIAL CALCIUM HYPOCHLORITE (BLEACHING PASTE OR POWDER),18%,,01/07/2017,
28281090,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - COMMERCIAL CALCIUM HYPOCHLORITE AND OTHER CALCIUM HYPOCHLORITES : OTHER,18%,,01/07/2017,
282890,OTHER,18%,,01/07/2017,
28289011,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : - SODIUM HYPOCHLORITES : BLEACHING PASTE OR POWDER,18%,,01/07/2017,
28289019,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : - SODIUM HYPOCHLORITES : OTHER,18%,,01/07/2017,
28289020,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : POTASSIUM HYPOCHLORITES,18%,,01/07/2017,
28289030,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : SODIUM CHLORITE,18%,,01/07/2017,
28289040,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : ALUMINIUM CHLORITE,18%,,01/07/2017,
28289050,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : HYPOBROMITES,18%,,01/07/2017,
28289060,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : BLEACHING PASTE OR POWDER OF OTHER HYPOCHLORITES,18%,,01/07/2017,
28289090,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITES; CHLORITES; HYPOBROMITES - OTHER : OTHER,18%,,01/07/2017,
2829,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES :,18%,,01/07/2017,
28291100,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES : OF SODIUM,18%,,01/07/2017,
282919,OTHER,18%,,01/07/2017,
28291910,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES : - OTHER : BARIUM CHLORATE,18%,,01/07/2017,
28291920,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES : - OTHER : POTASSIUM CHLORATE,18%,,01/07/2017,
28291930,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES : - OTHER : MAGNESIUM CHLORATE,18%,,01/07/2017,
28291990,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - CHLORATES : - OTHER : OTHER,18%,,01/07/2017,
282990,OTHER,18%,,01/07/2017,
28299010,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - OTHER : PERCHLORATES,18%,,01/07/2017,
28299020,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - OTHER : BROMATES AND PERBROMATES,18%,,01/07/2017,
28299030,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES - OTHER : IODATES AND PERIODATES,18%,,01/07/2017,
2830,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED",18%,,01/07/2017,
28301000,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED - SODIUM SULPHIDES",18%,,01/07/2017,
28302000,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED - ZINC SULPHIDE",18%,,01/07/2017,
28303000,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED - CADMIUM SULPHIDE",18%,,01/07/2017,
283090,OTHER,18%,,01/07/2017,
28309010,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER - SULPHIDES",18%,,01/07/2017,
28309020,"SULPHIDES; POLYSULPHIDES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER - POLYSULPHIDES",18%,,01/07/2017,
2831,DITHIONITES AND SULPHOXYLATES,18%,,01/07/2017,
283110,OF SODIUM,18%,,01/07/2017,
28311010,DITHIONITES AND SULPHOXYLATES - OF SODIUM : SODIUM DITHIONITES (SODIUM HYDROSULPHITE),18%,,01/07/2017,
28311020,DITHIONITES AND SULPHOXYLATES - OF SODIUM : SODIUM SULPHOXYLATES (INCLUDING SODIUM FORMALDEHYDE SULPHOXYLATE),18%,,01/07/2017,
283190,OTHER,18%,,01/07/2017,
28319010,DITHIONITES AND SULPHOXYLATES - OTHER : DITHIONITES,18%,,01/07/2017,
28319020,DITHIONITES AND SULPHOXYLATES - OTHER : SULPHOXYLATES,18%,,01/07/2017,
2832,SULPHITES; THIOSULPHATES,18%,,01/07/2017,
283210,SODIUM SULPHITES,18%,,01/07/2017,
28321010,SULPHITES; THIOSULPHATES - SODIUM SULPHITES : SODIUM BISULPHITE,18%,,01/07/2017,
28321020,SULPHITES; THIOSULPHATES - SODIUM SULPHITES : SODIUM HYDROSULPHITE,18%,,01/07/2017,
28321090,SULPHITES; THIOSULPHATES - SODIUM SULPHITES : OTHER,18%,,01/07/2017,
283220,OTHER SULPHITES,18%,,01/07/2017,
28322010,SULPHITES; THIOSULPHATES - OTHER SULPHITES: POTASSIUM METABISULPHITE,18%,,01/07/2017,
28322020,SULPHITES; THIOSULPHATES - OTHER SULPHITES: MAGNESIUM SULPHITE,18%,,01/07/2017,
28322090,SULPHITES; THIOSULPHATES - OTHER SULPHITES: OTHER,18%,,01/07/2017,
283230,THIOSULPHATES,18%,,01/07/2017,
28323010,SULPHITES; THIOSULPHATES - THIOSULPHATES : SODIUM THIOSULPHATE (HYPO),18%,,01/07/2017,
28323020,SULPHITES; THIOSULPHATES - THIOSULPHATES : MAGNESIUM THIOSULPHATE,18%,,01/07/2017,
28323090,SULPHITES; THIOSULPHATES - THIOSULPHATES : OTHER,18%,,01/07/2017,
2833,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES),18%,,01/07/2017,
28331100,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - SODIUM SULPHATES : DISODIUM SULPHATE,18%,,01/07/2017,
283319,OTHER,18%,,01/07/2017,
28331910,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - SODIUM SULPHATES : - OTHER : SODIUM HYDROGEN SULPHATE (ACID SULPHATE),18%,,01/07/2017,
28331920,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - SODIUM SULPHATES : - OTHER : SODIUM PYROSULPHATE,18%,,01/07/2017,
28331990,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - SODIUM SULPHATES : - OTHER : OTHER,18%,,01/07/2017,
28332100,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF MAGNESIUM,18%,,01/07/2017,
283322,OF ALUMINIUM,18%,,01/07/2017,
28332210,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ALUMINIUM : ALUMINIUM SULPHATE (IRON FREE),18%,,01/07/2017,
28332290,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ALUMINIUM : OTHER,18%,,01/07/2017,
28332300,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF CHROMIUM,18%,,01/07/2017,
28332400,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF NICKEL,18%,,01/07/2017,
28332500,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF COPPER,18%,,01/07/2017,
28332610,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ZINC : AGRICULTURAL GRADE ZINC SULPHATE ORDINARILY USED AS MICRONUTRIENT,18%,,01/07/2017,
28332690,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OF ZINC : OTHER,18%,,01/07/2017,
28332700,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : OF BARIUM,18%,,01/07/2017,
283329,OTHER,18%,,01/07/2017,
28332910,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : FERROUS SULPHATE,18%,,01/07/2017,
28332920,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : MERCURIC SULPHATE,18%,,01/07/2017,
28332930,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : QUINIDINE SULPHATE,18%,,01/07/2017,
28332940,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : MANGANESE SULPHATE,18%,,01/07/2017,
28332950,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : STRONTIUM SULPHATE,18%,,01/07/2017,
28332990,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - OTHER SULPHATES : - OTHER : OTHER,18%,,01/07/2017,
283330,ALUMS,18%,,01/07/2017,
28333010,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: AMMONIUM ALUM,18%,,01/07/2017,
28333020,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: FERRIC AMMONIUM ALUM,18%,,01/07/2017,
28333030,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: POTASH ALUM,18%,,01/07/2017,
28333090,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - ALUMS: OTHER,18%,,01/07/2017,
28334000,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - PEROXOSULPHATES (PERSULPHATES),18%,,01/07/2017,
2834,NITRITES; NITRATES,18%,,01/07/2017,
283410,NITRITES,18%,,01/07/2017,
28341010,NITRITES; NITRATES - NITRITES : SODIUM NITRITE,18%,,01/07/2017,
28341090,NITRITES; NITRATES - NITRITES : OTHER,18%,,01/07/2017,
28342100,NITRITES; NITRATES - NITRATES: OF POTASSIUM,18%,,01/07/2017,
283429,OTHER,18%,,01/07/2017,
28342910,NITRITES; NITRATES - NITRATES: - OTHER : STRONTIUM NITRATE,18%,,01/07/2017,
28342920,NITRITES; NITRATES - NITRATES: - OTHER : MAGNESIUM NITRATE,18%,,01/07/2017,
28342930,NITRITES; NITRATES - NITRATES: - OTHER : BARIUM NITRATE,18%,,01/07/2017,
28342990,NITRITES; NITRATES - NITRATES: - OTHER : OTHER,18%,,01/07/2017,
2835,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED",18%,,01/07/2017,
283510,PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES),18%,,01/07/2017,
28351010,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) : CALCIUM HYPOPHOSPHITE",18%,,01/07/2017,
28351020,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) : MAGNESIUM HYPOPHOSPHITE",18%,,01/07/2017,
28351090,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES) :OTHER",18%,,01/07/2017,
28352200,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF MONO-OR DISODIUM",18%,,01/07/2017,
28352300,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF TRISODIUM",18%,,01/07/2017,
28352400,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : OF POTASSIUM",18%,,01/07/2017,
2835,Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002,Nil,,01/07/2017,
28352500,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : CALCIUM HYDROGENORTHOPHOSPHATE (DICALCIUM PHOSPHATE"")""",18%,,01/07/2017,
283526,OTHER PHOSPHATES OF CALCIUM,18%,,01/07/2017,
28352610,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : CALCIUM MONOBASIC PHOSPHATE",18%,,01/07/2017,
28352620,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : CALCIUM TRIBASIC PHOSPHATE",18%,,01/07/2017,
28352690,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER PHOSPHATES OF CALCIUM : OTHER",18%,,01/07/2017,
283529,OTHER,18%,,01/07/2017,
28352910,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, MONOBASIC",18%,,01/07/2017,
28352920,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, DIBASIC",18%,,01/07/2017,
28352930,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : MAGNESIUM PHOSPHATE, TRIBASIC",18%,,01/07/2017,
